Tip,chinese_name,episode,movie_name,ranking,score,score_num
3话/2001年5月23日/舛成孝二/倉田英之（集英社｢ウルトラジャンプコミックス｣刊）/石浜真史,读或死 OVA,3,R.O.D -READ OR DIE-,771,7.5,741
13话/2016年4月2日/「ニンジャスレイヤー」（発行元：株式会社KADOKAWA）/稲戸せれれ、信じろ,忍者杀手 特别编辑版,13,ニンジャスレイヤー フロムアニメイシヨン （スペシャル・エディシヨン）,770,7.5,446
1话/1981年7月11日,机动战士高达 剧场版II 哀・战士,1,機動戦士ガンダムII 哀・戦士編,769,7.6,297
1话/2018年10月27日,HUGtto！光之美少女♡两人是光之美少女 All Stars Memories,1,映画 HUGっと！プリキュア♡ふたりはプリキュア オールスターズメモリーズ,768,7.7,105
13话/2015年10月4日/水島精二/BONES・會川昇/伊藤嘉之,Concrete Revolutio 超人幻想,13,コンクリート・レボルティオ～超人幻想～,767,7.5,1907
1话/1997年3月15日/ウィーダ（ルイス・ド・ラ・ラメー）,佛兰德斯的狗,1,劇場版 フランダースの犬,766,7.6,125
1话/2011年3月5日,哆啦A梦：新大雄与铁人兵团,1,ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～,765,7.6,370
11话/2017年4月11日/緑川ゆき／月刊LaLa（白泉社）連載,夏目友人帐 陆,11,夏目友人帳 陸,764,7.5,1109
3话/2013年5月26日,幻想万华镜 红雾异变之章,3,幻想万華鏡 紅霧異変の章 ～『東方紅魔郷』より～,763,7.5,890
74话/1994年1月7日/辻初樹/彩花みん/渡辺はじめ,小红帽恰恰,74,赤ずきんチャチャ,762,7.6,119
12话/2017年7月11日/藤原佳幸/得能正太郎/菊池愛,12,2017年7月11日,NEW GAME!!,761,7.5,3055
6话/2012年4月3日,男子高中生的日常 特典,6,男子高校生の日常 特典映像,800,7.5,1108
1话/1986年3月15日,大雄与铁人兵团,1,ドラえもん のび太と鉄人兵団,799,7.6,269
52话/1997年4月27日/案納正美/小川悦司/岸義之、二宮常雄,中华小当家,52,中華一番!,798,7.5,2470
13话/2015年4月2日,我的青春恋爱物语果然有问题 续,13,やはり俺の青春ラブコメはまちがっている。続,797,7.5,5548
4话/2019年11月29日/多田俊介/田中芳樹,银河英雄传说 Die Neue These 星乱 第3章,4,銀河英雄伝説 Die Neue These 星乱 第3章,796,7.6,352
45话/1988年4月15日/井内秀治/矢立肇/芦田豊雄,魔神英雄传,45,魔神英雄伝ワタル,795,7.5,1230
26话/2006年4月6日/下田正美/矢立肇・伊東岳彦/山下明彦,ZEGAPAIN,26,ゼーガペイン,794,7.5,389
98话/2009年4月5日,龙珠改,98,ドラゴンボール改,793,7.5,680
1话/1980/林文肖,1,方澎年、,雪孩子,792,7.5,497
1话/2013年8月12日/上海アリス幻樂団(ZUN),第一届东方M-1漫才大赛 重制版,1,第1回東方M-1ぐらんぷりR,791,7.7,82
1话/2016年10月29日,魔法使光之美少女 奇迹的变身！Cure Mofurun！,1,映画 魔法つかいプリキュア! 奇跡の変身！キュアモフルン！,790,7.6,116
2话/2007年10月18日/飯村正之（第1话）/蒼樹うめ/伊藤良明,向阳素描 特别篇,2,ひだまりスケッチ 特別編,789,7.5,405
1话/2012年12月30日C83,第七届东方M-1漫才大赛,1,第7回東方M-1ぐらんぷり,788,7.6,163
1话/2007年3月10日,哆啦A梦07剧场版：大雄的新魔界大冒险之7个魔法师,1,ドラえもん のび太の新魔界大冒険 ～7人の魔法使い～,787,7.6,321
26话/2009年1月26日/ボブ白旗/日丸屋秀和/河南正昭,黑塔利亚,26,ヘタリア Axis Powers,786,7.5,2279
14话/2001-06-20,南方公园 第5季,14,South Park Season 5,785,7.7,96
25话/2009年1月10日/満田拓也,棒球大联盟 第五季,25,メジャー 第5シリーズ,823,7.6,120
146话/2016年11月17日/中野悟史、安田周平,精灵宝可梦 太阳&月亮,146,ポケットモンスター サン＆ムーン,824,7.5,403
1话/2018年2月24日/Iorph,朝花夕誓——于离别之朝束起约定之花,1,さよならの朝に約束の花をかざろう,822,7.5,3056
1话/1994年3月12日,灌篮高手 剧场版,1,スラムダンク,821,7.5,282
2话/1991年9月27日/もりたけし/ガイナックス,OTAKU的录像带,2,おたくのビデオ,820,7.5,340
51话/2015年4月4日,美妙天堂 第二期,51,プリパラ 2nd season,819,7.7,90
10话/2017年1月11日/金﨑貴臣/暁なつめ/菊田幸一,为美好的世界献上祝福！ 第二季,10,この素晴らしい世界に祝福を！2,818,7.5,4355
24话/2013年4月12日/長井龍雪/鎌池和馬＋冬川基（電撃コミックス／アスキー・メディアワークス刊）/田中雄一、冷水由紀絵（副人物设计）,某科学的超电磁炮S,24,とある科学の超電磁砲S,817,7.5,6629
50话/2012年4月5日/ヒガアロハ,白熊咖啡馆,50,しろくまカフェ,816,7.5,2314
26话/2003年1月6日/岡村天斎/BONES、信本敬子/川元利浩,狼雨,26,WOLF'S RAIN,815,7.5,637
6话/1995年10月27日/北久保弘之/江川達也/川元利浩,黄金宝贝,6,GOLDEN BOY さすらいのお勉強野郎,814,7.5,364
1话/2009年10月25日/韦斯·安德森（WesAnderson）,了不起的狐狸爸爸,1,Fantastic Mr. Fox,813,7.7,107
2话/2017年2月18日/鶴巻和哉/舞城王太郎/井関修一,龙的牙医,2,龍の歯医者,812,7.5,1931
78话/1994-10-24,夜行神龙,78,Gargoyles,811,7.8,65
4话/2006年3月29日/水島精二,钢之炼金术师 PREMIUM COLLECTION,4,鋼の錬金術師 PREMIUM COLLECTION,810,7.5,513
13话/2013年7月6日/水島努/木尾士目/谷口淳一郎,现视研 二代目,13,げんしけん 二代目,809,7.5,1337
26话/2015年4月16日,忍者杀手,26,ニンジャスレイヤー フロムアニメイシヨン,848,7.5,764
25话/2015年10月5日/藤田陽一/『おそ松くん』赤塚不二夫／「週刊少年サンデー」（1962年～1969年）他で連載,阿松,25,おそ松さん,847,7.5,1808
12话/2018年1月11日/眉月じゅん（小学館「週刊ビッグコミックスピリッツ」連載）,恋如雨止,12,恋は雨上がりのように,846,7.5,1554
51话/2005年4月5日/浜津守/平山智,玻璃假面,51,ガラスの仮面,845,7.6,203
1话/2006年5月26日/武本康弘/賀東招二/堀内修,全金属狂潮 TSR OVA 战队长悠闲的一天,1,フルメタル・パニック! The Second Raid 特別版OVA「わりとヒマな戦隊長の一日」,844,7.5,1519
13话/2019年1月8日/平牧大輔/椋木ななつ（コミック百合姫/一迅社刊）/中川洋未,天使降临到了我身边,13,私に天使が舞い降りた！,843,7.5,2789
1话/2007年5月20日,第一届东方M-1漫才大赛,1,第1回東方M-1ぐらんぷり,842,7.6,101
1话/1998年8月1日/青木康直/矢立肇、富野由悠季/村瀬修功,新机动战记高达W 无尽的华尔兹 剧场版,1,新機動戦記ガンダムW Endless Waltz 特別篇,841,7.5,677
13话/2008年10月13日/富岡聡/富岡聡、宮崎あぐり/宮崎あぐり,监狱兔 第三季,13,Usavich Season 3,840,7.5,600
25话/2016年1月7日,暗杀教室 第二季,25,暗殺教室 第2期,839,7.5,2425
1话/2010年12月30日,第五届东方M-1漫才大赛,1,第5回東方M-1ぐらんぷり,838,7.6,152
10话/2016年1月13日/金﨑貴臣/暁なつめ/菊田幸一,为美好的世界献上祝福！,10,この素晴らしい世界に祝福を！,837,7.5,5577
1话/2012-09-25,蝙蝠侠 黑暗骑士归来（上）,1,"Batman: The Dark Knight Returns, Part 1",836,7.6,153
4话/2013年10月2日,精灵宝可梦 起源,4,ポケットモンスター THE ORIGIN,835,7.5,734
13话/2016年7月4日/藤原佳幸/得能正太郎/菊池愛,13,2016年7月4日,NEW GAME!,834,7.5,4041
25话/2010年4月3日/福島利規/満田拓也,棒球大联盟 第六季,25,メジャー 第6シリーズ,833,7.6,127
13话/1999年10月15日/政木伸一/しげの秀一,头文字D Second Stage,13,頭文字D Second Stage,872,7.5,712
17话/2012年7月7日/川面真也/庵田定夏/赤井俊文,心灵链环,17,ココロコネクト,871,7.5,3439
1话/2012年11月2日/JohnKahrs,纸人,1,Paperman,870,7.5,336
1话/2018年9月21日/令丈ヒロ子・亜沙美[絵]（講談社青い鳥文庫『若おかみは小学生！』シリーズ）,剧场版 年轻老板娘是小学生！,1,劇場版 若おかみは小学生!,869,7.5,219
12话/2017年1月8日/空知英秋,银魂.,12,銀魂.,868,7.5,827
1话/1940-11-13,幻想曲,1,Fantasia,867,7.6,90
1话/2010年7月17日/笹原和也/小林源文,猫屎一号,1,Cat Shit One -THE ANIMATED SERIES-,866,7.5,963
1话/2005年7月23日/荒川弘,钢之炼金术师 香巴拉的征服者,1,鋼の錬金術師 シャンバラを征く者,865,7.5,2003
1话/2013年11月27日/JenniferLee/ChrisBuck,冰雪奇缘,1,Frozen,864,7.5,2109
38话/2013年10月7日/鍋島修/渡辺航,飙速宅男,38,弱虫ペダル,863,7.5,1043
12话/2012年1月5日,侦探歌剧 少女福尔摩斯 第二幕,12,探偵オペラ ミルキィホームズ 第2幕,862,7.5,722
1话/2002年2月2日,星之声,1,ほしのこえ,861,7.5,2668
1话/2020年2月19日/木上益治,巴加的工作室 ～巴加眼中的海洋～,1,バジャのスタジオ ～バジャのみた海～,860,7.6,143
1话/2012年9月29日,壳中少女 排气,1,マルドゥック・スクランブル 排気,859,7.5,1000
1话/2009年3月14日/あおきえい、野中卓也、小船井充、滝口禎一、平尾隆之、三浦貴博/奈須きのこ/須藤友徳,剧场版 空之境界 Remix,1,劇場版 空の境界 Remix -Gate of seaventh heaven-,858,7.5,534
2020年4月10日/R·C,2020年4月10日,星期五,大理寺日志,857,7.7,54
1话/2018年12月14日/長峯達也/鳥山明/鳥山明,龙珠超 布罗利,1,ドラゴンボール超 ブロリー,896,7.5,580
1话/1999年8月21日/浅香守生/CLAMP,魔卡少女樱 香港之旅,1,劇場版カードキャプターさくら,895,7.5,1299
12话/2019年7月3日/安藤正臣/篠原健太(集英社ジャンプコミックス刊)/黒澤桂子,彼方的阿斯特拉,12,彼方のアストラ,894,7.5,1111
12话/2015年4月4日/石ダテコー太郎（1-7话）、平間邦修（8-12话代理）,摸索吧！部活剧 第三期,12,てさぐれ！部活もの すぴんおふ プルプルんシャルムと遊ぼう,893,7.5,453
13话/2012年7月2日/杉田圭,超译百人一首 歌之恋,13,超訳百人一首 うた恋い。,892,7.5,916
1话/2012-03-20/鉄拳,时光钟摆,1,振り子,891,7.5,152
5话/2002年12月21日/河森正治/河森正治/齋藤卓也,超时空要塞 ZERO,5,マクロス ゼロ,890,7.5,649
1话/2004年1月16日/今石洋之/今井トゥーンズ,落叶,1,DEAD LEAVES,889,7.5,585
50话/2003年2月2日/五十嵐卓哉/東堂いづみ/中澤一登,明日的娜嘉,50,明日のナージャ,888,7.5,170
1话/2005年10月29日,机动战士Z高达II 恋人们,1,機動戦士ZガンダムII -恋人たち-,887,7.5,340
13话/1991年5月22日/加瀬充子（第1話-第7話）、今西隆志（第2話-第13話）/矢立肇、富野由悠季,机动战士高达0083 星尘的回忆,13,機動戦士ガンダム0083 STARDUST MEMORY,886,7.5,1024
13话/2012年12月13日,监狱兔 第五季,13,Usavich Season 5,885,7.5,564
24话/2007年4月7日/宇田鋼之介/中原アヤ,恋爱情结,24,ラブ★コン,884,7.5,565
1话/2013年11月9日/吉浦康裕/吉浦康裕/又賀大介,颠倒的帕特玛,1,サカサマのパテマ,883,7.5,1615
1话/2010年3月26日/迪恩·德布洛斯/克里斯·桑德斯,驯龙高手,1,How to Train Your Dragon,882,7.5,1098
12话/2019年10月31日/岸誠二/サンドロビッチ・ヤバ子/だろめおん（小学館「マンガワン」連載中）/森田和明,拳愿阿修罗 第二季,12,ケンガンアシュラ Part 2,881,7.5,315
12话/2017年10月4日/岡本英樹/天乃咲哉（月刊バーズ・幻冬舎コミックス刊）/黒澤桂子,此花绮谭,12,このはな綺譚,920,7.4,1753
17话/2002-03-06,南方公园 第6季,17,South Park Season 6,919,7.6,91
1话/2005年2月19日/渡部高志,奇诺之旅 活着的目标 -活下去。-,1,キノの旅 何かをするために -life goes on.-,918,7.5,566
10话/2019年10月23日/何小疯,10,2019年10月23日,伍六七之最强发型师,917,7.5,462
8话/2014年1月29日/山川吉樹/Key/飯塚晴子,Little Busters! EX,8,リトルバスターズ! EX,916,7.4,1104
1话/2002年7月30日/森田宏幸,猫的报恩,1,猫の恩返し,915,7.5,1964
16话/2013年7月18日,红白黑黄,16,RWBY,914,7.4,2142
48话/2012年2月5日,Smile 光之美少女！,48,スマイルプリキュア!,913,7.5,367
34话/1996年3月9日/五十嵐卓哉/武内直子/爲我井克美,美少女战士Sailor Stars,34,美少女戦士セーラームーンセーラースターズ,911,7.5,275
11话/2007年10月11日/矢野雄一郎/石川雅之/高岡淳一,萌菌物语,11,もやしもん,912,7.4,1127
1话/2006年1月18日/吉浦康裕/吉浦康裕,苍之茧,1,ペイル・コクーン,910,7.5,747
12话/2011年4月8日/中村春菊/菊地洋子,世界第一初恋,12,世界一初恋,909,7.4,2120
12话/2015年1月10日,旋转少女,12,ローリング☆ガールズ,908,7.4,1343
11话/2016年4月10日/水島精二/BONES・會川昇/伊藤嘉之,Concrete Revolutio 超人幻想 THE LAST SONG,11,コンクリート・レボルティオ～超人幻想～THE LAST SONG,907,7.4,1400
1话/2008-12-31/饺克力/饺克力,打，打个大西瓜,1,打，打个大西瓜,906,7.5,611
1话/2005年3月30日/中村隆太郎,奇诺之旅 塔之国 -自由创作-,1,キノの旅 塔の国 -Free Lance-,905,7.5,560
51话/1999年2月7日/東堂いづみ/馬越嘉彦,小魔女DoReMi,51集,おジャ魔女どれみ,944,7.5,262
1话/2013年12月30日C85,第八届东方M-1漫才大赛,1,第8回東方M-1ぐらんぷり,943,7.6,109
358话/2004年4月3日,KERORO军曹,358,ケロロ軍曹,942,7.4,953
46话/1990年3月9日,魔神英雄传2,46,魔神英雄伝ワタル2,941,7.5,659
13话/2013年7月4日/高津カリノ,跟班×服务,13,サーバント×サービス,940,7.4,1666
4话/2018年3月21日/小坂知/夜宵草(comico)/山中純子,ReLIFE 完结篇,4,ReLIFE 完結編,939,7.4,1417
1话/2017年9月30日/原田孝宏・黒木美幸/バンダイナムコエンターテインメント/田中裕介・飯塚晴子,偶像大师 SideM 序章 -Episode of Jupiter-,1,THE IDOLM@STER Prologue SideM -Episode of Jupiter-,938,7.5,218
102话/1996年4月5日/大地丙太郎/小花美穂,玩偶游戏,102,こどものおもちゃ,937,7.5,157
24话/1988年3月14日/小林治/佐藤正(集英社「週刊少年ジャンプ」連載)/山田みちしろ,森林好小子,24,燃える! お兄さん,936,7.5,157
1话/2010年12月25日/XEBEC,苍穹之法芙娜 HEAVEN AND EARTH,1,蒼穹のファフナー HEAVEN AND EARTH,935,7.4,612
143话/1989年10月20日,乱马1/2 热斗篇,143,らんま1/2 熱闘編,934,7.5,200
1话/2014年8月8日/八木竜一、山崎貴,哆啦A梦：伴我同行,1,STAND BY ME ドラえもん,933,7.4,1134
38话/1989年4月6日/美原轟（原案）,天空战记,38,天空戦記シュラト,932,7.5,244
2话/2011年3月22日/中村春菊,世界第一初恋 OAD,2,世界一初恋 OAD,931,7.4,769
191话/2006年9月28日/須藤典彦、浅田裕二（171-193话）/田尻智、杉森建、増田順一/山田俊也、松岛贤二、松宫稔展、西野弘二,精灵宝可梦 钻石&珍珠,191,ポケットモンスター ダイヤモンド&パール,930,7.5,427
2话/2009年3月17日/多田俊介/CLAMP/菊地洋子,翼·年代记 春雷记,2,ツバサ 春雷記,929,7.4,646
1话/1988年2月20日/高橋良輔/高橋良輔/塩山紀生,装甲骑兵 红肩队档案：野心的根源,1,装甲騎兵ボトムズ レッドショルダードキュメント 野望のルーツ,968,7.5,101
1话/1973-05(戛纳电影节)/1973-12-06(法国)/阿内·拉鲁,原始星球,1,La Planète sauvage,967,7.6,85
12话/2011年10月12日/菅原そうた,gdgd妖精s,12,gdgd妖精s（ぐだぐだフェアリーズ）,966,7.5,193
1话/1989/WolfgangLauenstein、ChristophLauenstein,平衡,1,Balance,965,7.5,166
26话/2016年02月25日,咱们裸熊 第二季,26,We Bare Bears Season 2,963,7.5,154
1话/2009年12月12日/境宗久/尾田栄一郎,海贼王 强者世界,1,ONE PIECE FILM STRONG WORLD,962,7.4,848
25话/2008年4月3日/河森正治/江端里沙,超时空要塞Frontier,25,マクロスFrontier,961,7.4,2762
25话/2020年1月1日/渡邊政治/長月達平/坂井久太,Re：从零开始的异世界生活 新编集版,25,Re:ゼロから始める異世界生活 新編集版,960,7.4,375
1话/2000年7月8日,小魔女DoReMi ♯ 愿望之花,1,映画 おジャ魔女どれみ♯,959,7.6,75
1话/2014年7月5日/水島努/杉本功,少女与战车 这次是真正的安齐奥战！,1,ガールズ&パンツァー これが本当のアンツィオ戦です!,958,7.4,1471
12话/2018年10月8日/野田サトル（集英社「週刊ヤングジャンプ」連載）,黄金神威 第二季,12,ゴールデンカムイ 第2期,957,7.4,577
4话/2019年9月27日/多田俊介/田中芳樹,银河英雄传说 Die Neue These 星乱 第1章,4,銀河英雄伝説 Die Neue These 星乱 第1章,956,7.4,399
13话/2018年10月3日/鴨志田一(電撃文庫刊「『青春ブタ野郎』シリーズ」),青春笨蛋少年不做兔女郎学姐的梦,13,青春ブタ野郎はバニーガール先輩の夢を見ない,955,7.4,5431
14话/2010年7月2日/太田雅彦/桜井のりお/大隈孝晴,超元气三姐妹,14,みつどもえ,954,7.4,1640
10话/2015年9月16日,南方公园 第19季,10,South Park Season 19,953,7.5,150
2话/2017年2月4日,鲁邦三世 血烟的石川五右卫门,2,LUPIN THE IIIRD 血煙の石川五ェ門,992,7.4,302
1话/2007年12月31日,第二届东方M-1漫才大赛,1,第2回東方M-1ぐらんぷり,990,7.5,90
13话/2011年10月3日/佐藤順一/佐藤順一/飯塚晴子,玉响～hitotose～,13,たまゆら～hitotose～,989,7.4,1369
1话/2013年2月8日/水島努/久米田康治/田中将賀,女子落 OAD,1,じょしらく OAD,991,7.4,659
1话/2005年12月10日/志水淳児/東堂いづみ/稲上晃、爲我井克美,光之美少女 Max Heart 雪空的朋友,1,映画 ふたりはプリキュア マックスハート2 雪空のともだち,987,7.5,98
13话/2004年10月1日/新房昭之/都築真紀／ivory/奥田泰弘,魔法少女奈叶,13,魔法少女リリカルなのは,988,7.4,2097
12话/2015年7月10日/水島努/平本アキラ/谷口淳一郎,监狱学园,12,監獄学園,986,7.4,3404
12话/2005年4月2日/小林常夫/森薫,英国恋物语艾玛,12,英國戀物語エマ,985,7.5,197
61话/2014年4月6日,龙珠改 魔人布欧篇,61,ドラゴンボール改 魔人ブウ編,984,7.4,331
6话/2005年5月28日/さとうけいいち/さとうけいいち/羽山賢二,鸦 -KARAS-,6,鴉 -KARAS-,983,7.4,1053
1话/1993年6月5日/川尻善昭/川尻善昭/箕輪豊,兽兵卫忍风帖,1,獣兵衛忍風帖,982,7.4,220
1话/2010年4月24日/西村聡/吉松孝博,枪神 Badlands Rumble,1,TRIGUN Badlands Rumble,981,7.4,352
1话/2016年11月12日/片渕須直/こうの史代『この世界の片隅に』（双葉社刊）,在这世界的角落,1,この世界の片隅に,980,7.4,1040
1话/2009年4月15日/新房昭之/氷川へきる/大田和寛,不可思议的教室 OVA,1,ぱにぽにだっしゅ! OVA,979,7.5,118
92话/2013年10月17日,精灵宝可梦XY,92,ポケットモンスターXY,978,7.4,565
13话/2007年10月1日/平池芳正/小箱とたん/杉本功,素描本,13,スケッチブック ～full color's～,977,7.4,370
13话/2019年1月3日,BanG Dream! 第二季,13,BanG Dream! 2nd Season,1016,7.4,748
12话/2020年4月6日/矢野孝典/ユキヲ（COMICメテオ連載）/古賀誠,邪神与厨二病少女’,12,邪神ちゃんドロップキック’,1015,7.4,669
38话/1994年3月19日/幾原邦彦/武内直子/伊藤郁子,美少女战士S,38,美少女戦士セーラームーンS,1014,7.4,262
1话/2001年12月15日/謝立文/麥家碧、謝立文,麦兜故事,1,麥兜故事,1013,7.4,310
1话/2001年7月14日,大~集合！小魔女DoReMi 青蛙石的秘密,1,映画 も〜っと! おジャ魔女どれみ カエル石のひみつ,1012,7.5,87
12话/2001年10月5日/山賀博之/中山文十郎+ぢたま某/高村和宏,魔力女管家,12,まほろまてぃっく,1011,7.4,726
24话/2017年7月11日/衛藤ヒロユキ,咕噜咕噜魔法阵,24,魔法陣グルグル,1010,7.4,347
24话/2018年4月3日/矢野雄一郎/モンキー・パンチ「ルパン三世」/横堀久雄,鲁邦三世 PART5,24,ルパン三世 PART5,1009,7.4,347
1话/2019年10月11日/超平和バスターズ,知晓天空之蓝的人啊,1,空の青さを知る人よ,1008,7.6,65
4话/2014年12月31日/板村智幸/西尾維新『憑物語』(講談社BOX)/渡辺明夫,凭物语,4,憑物語,1007,7.4,2565
12话/2017年7月9日/橘正紀/秋谷有紀恵,Princess Principal,12,プリンセス・プリンシパル,1006,7.4,2885
175话/2009年10月12日/石平信司/真島ヒロ（周刊少年Magazine／讲谈社）/山本碧,妖精的尾巴,175,FAIRY TAIL,1005,7.4,2507
1话/1999年7月17日/一石小百合,剧场版 精灵宝可梦：梦幻的精灵宝可梦 洛奇亚爆诞,1,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,1004,7.4,525
24话/2014年10月6日,飙速宅男 GRANDE ROAD,24,弱虫ペダル GRANDE ROAD,1003,7.4,537
4话/2000年4月7日,银河英雄传说外传 叛乱者,4,銀河英雄伝説外伝 叛乱者,1002,7.6,75
39话/1988年4月30日/池田成、浜津守/矢立肇/塩山紀生,魔神坛斗士,39,鎧伝サムライトルーパー,1001,7.4,438
52话/1987年10月9日,三个火枪手,52,アニメ三銃士,1040,7.5,68
1话/2015年12月30日C89,第十届东方M-1漫才大赛,1,第10回東方M-1ぐらんぷり,1039,7.6,54
1话/2009年12月29日/川口敬一郎/西尾公伯,快要坏掉的八音盒,1,こわれかけのオルゴール,1038,7.4,1805
26话/2009年4月4日/今川泰宏/永井豪/竹内進二,真魔神 冲击！Z篇,26,真マジンガー 衝撃! Z編,1037,7.4,159
46话/1992年3月7日/佐藤順一/武内直子/只野和子,美少女战士,46,美少女戦士セーラームーン,1036,7.4,1167
63话/2004年10月11日,怪医黑杰克,63(61+2),ブラック・ジャック,1035,7.4,216
500话/2007年2月15日/伊達勇登(221-699)、小林治(700-703)、今千秋(704-708)、渡部穏寛(709-713)、むらた雅彦(714-720)/岸本斉史//故事协力：矢野隆(671-678鼬真传、709-713鹿丸秘传)、十和田シン(704-708佐助秘传)、ひなたしょう(714-720木叶秘传),火影忍者疾风传,500,NARUTO -ナルト- 疾風伝,1033,7.4,2642
13话/2013年10月2日,京骚戏画,13,京騒戯画,1034,7.4,1895
11话/2009年7月9日/橘正紀/野崎あつこ(野崎温子),东京地震8.0,11,東京マグニチュード8.0,1032,7.4,1902
